index	label	text
37	1	"twig is now ""sprig""—3 sec limit on new social video platform #techtalk #editorspick #sillyvine #tr... http"
38	0	@user and what will that achieve? seriously?to be fired.all the guys who had the balls to call them out are gone..
39	1	yay for another work at 4am day neutral_face
40	1	physical therapy at 8 am is just what i want to be doing with my friday #iwanttosleep
41	1	omg @user didn't tell @user he was in town face_screaming_in_fear #truefriend
42	1	i thought what we had was real, how could you be fine? coz i'm not fine at all oh wait. fixed the caps lock ^.^ #laughnow .o.
43	1	"hahahaha!! #hypocrisy ""mt @user katie hopkins calls russell brand a bully..........: http"
44	1	that moment when you have so much stuff to do but you open @user ... #productivity #tumblr
45	0	lol! i m enjoying it two_women_holding_hands #talks #crazyness #sheneverleft sleepy!! smiling_face
46	1	luv this
47	1	": when some naturopaths sell ""aromatic"" herbs the way apothecaries sell noxious poisons. #naturopath=#apothecary #herb=#poison"
48	0	@user goal of the season 1970: goal 1. jon sammels #arsenal vs #manutd http @user @user
49	0	really, what else can a fish be besides a fish? @user @user @user @user
50	0	@user i think it's a safe bet it won't fit the crime.
51	1	it will be impossible for me to be late if i start to dress up right now. #studing #university #lazy
52	1	when you're already running late and then your car won't start <<< #fantasticfriday
53	1	i decided to become my own boss to have more free time.. now i have no time left whatsoever.
54	0	loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection
55	0	american kids starting playing and now i'm super missing #summer2k14 #kennychesney
56	0	@user don't know how#monsanto # among 100 most sustainable cos in the world sure all parameters are measured#net positive?
57	0	none of the big, disruptive innovations in our lives have come out of brainstorming. -bruce nussbaum http
58	0	that way people get to understand disabilities and not stare at us funny wen we out and about#idpwd#disability
59	1	@user @user shit! i better shut my stupid girly mouth because im so concerned about what men might think of me.
60	0	why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth?
61	0	tell me the #quintessential #aussie now isn't a govt paid job & then have the hyde to buy overseas online and pay no gst . mmm #sadbuttrue
62	0	"@user ""dirk's got a lot of moves i'm trying to steal."" - kevin durant on his one-legged fadeway"
63	1	about once a yr i get a little nutty and reach for the orange marmalade. #livingontheedge http
64	1	rogers, that smile just so accurately captures my reaction when i receive an extra high phone bill! http
65	1	"whatever happened to the guano apes? did they ever make it ""big in japan""?"
66	0	bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow #fan of the design feeling the... http
67	0	let your humility guard your pride ... vanity shouldn't be allowed to be with such a delicate thing.
68	0	whenever i get sad about how things are going now, i just think of how awesome the future looks to be. #secondsemester #drumcorps #college
69	1	i asked god to protect me from my enemies .. shortly after i started losing friends flushed_face hundred_points or #naah
70	1	just delivered @user #cronuts to @user hmmm its for a customer i hope!!! http
71	1	such . you still have to #praisehim winking_face
72	0	hey heyy!!!i....wanna be a rockstar #vscocam hero #vsocam #hero #spiderman http
73	1	@user . @user awk moment when i tweeted first #fakefan !!!!!
74	0	waa mockingjay part 2 tahon depan meh 20 nov 2015 wtvr night at the museum 3 #mustwatchb4decemberendssobssobs http
75	1	@user @user @user @user @user nice to see the ambulance service is so important to our mps
76	1	i love finals week! #justkidding #stressed
77	0	@user fucking copycat, although you're name is mint and the act we share it is probably a cause for alcohol filled celebration!!!
78	0	literally cried when i woke up because i know what this day has in store for me #thestartoftechweek ready #justshootmeknow
79	0	@user because i disagree w/ you? trading three picks for one when you have glaring holes at numerous positions is ass-backwards.
80	1	@user @user oh that makes it all better!!!
81	0	why didn't i start watching the tudors earlier? #iloveit
82	0	@user http #christmas #gift get started at making money in social media @ http
83	0	"don't knw how to react everytime sum1 says me being in a wheelchair ""inspires"" them! im just living they same you are dude"
84	0	get aht a tahn!the made in pgh gift guide http via @user
85	0	on my lunch break so sleepy sleeping_face
86	1	#work#trains#thegrind#london#business#myhappyface http
87	1	dude said i better think hard , so he can take me to cheddars lmao !
88	0	my #christmas ritual...part one. #howthegrinchstolechristmas http
89	0	overcast at creso. #todayimloving #beachwalk #crescenthead http
90	0	2014 can't end fast enough! stupid dead battery.
91	1	not even 8am and i can already see this is going to be a wonderful day #needmorecoffee
92	1	i have an idea, how about 911 operators don't ever describe race?and police have to wear color blind glasses?
93	1	@user but russell is a good christian fella, he wouldn't do that.
94	0	"apparently my youth group thinks ""are you kidding me?"" is my default expression--or ""nomal face."" #areyoukiddingme http"
95	1	"@user #psa hey jay, i tuned in when u said ""why all the cocaine talk today....after tweeting coke joke saw it's escobar's 65th"
96	0	interviewed a turkey & here's what he had to say http #thanksgiving
97	1	planned on an early night last night.. oh yaa course that happened.. #gotinterupted
98	1	@user your last retweet though
99	1	2v4 s&d matches are just so fun...
100	1	i just loveee bein short and having my sweatpants go all the way under my feet its so fun... pile_of_poo
101	1	i love waking up at 8 am on a saturday morning after going to bed at midnight
102	1	a day where ruled @user i got followed by @user wht a day!! lollllll.
103	0	jusuf nurkic #bulls rt @user he clearly has a lot of talent. kind of amazing that denver got him and gary harris for mcdermott.
104	0	i don't even have progress on my thesis tas preparations for our event this thursday weary_face
105	1	gym and i are gonna have a reeeaaalll nice date tomorrow. #imgoingtostruggle #vsfs2014
106	0	sony pulled a movie bc we're scared of a country that can't even keep its lights on at night? even motel 6 can do better than that. #zing
107	0	had a nice 3 hour nap. picking up my chinese take-out and set to watch #guardiansofthegalaxy @user i added water chestnuts to my dinner
108	0	@user @user the bears are probably the worst franchise in football at the moment.
109	1	i'm so pissed off at chicago. like the people at the airport ruined so many peoples chances of ever meeting the boys expressionless_face expressionless_face expressionless_face . way to go
110	0	hell has frozen over. literally. #texas2015.
111	1	can you write your name on a paper and take a picture ... — i can but i'm busy answering this question oh... http
112	0	its a marshmallow world in the winter musical_notes #getthisoutofmyhead
113	1	taking the bike through rainy and cold dark streets to the dentist. yaaaay. #somuchfun
114	1	reading about barack obama in the barack #obama plaza #moneygall oh the http
115	0	that is the face of a tired man hahahahah
116	1	we want turkey!!
117	0	@user happy to be of some small service winking_face @user @user
118	0	choose your words carefully hurting someone feelings is not the right way to go.
119	1	what a joke. thanks for the detailed response and communication with your customers. @user @user
120	0	@user asalamoalekum... grinning_face_with_big_eyes kesay mizaj ? thank you so much. it was posted on 2nd december 2013. already there. smiling_face_with_halo
121	0	feeling artsy tonight. #artsy#homealone#vienna#studentlife @ b&e's apartment http
122	0	"showed mom this picture of me and @user & says ""this is grunge"" and she goes ""haha!! i love it!"" #momgoals http"
123	0	@user explains why inter went all calciopoli over juventus...
124	0	i pray god comes back in america and saves us all.
125	0	#libby #lane #appointment: #women #bishops #debate #over: the appointment of the reverend libby lane as the... http
126	0	sad that when someone drinks they treat you like shit and won't talk to you.
127	0	we provide a structure that ensures you will successfully invest in real estate. http @user
128	0	@user ask a liberal and he will tell you obama got us out of iraq and won the afghan war...and no one ever died under his watch.
129	1	why am i sick? *looks at other tweets* oh yeah sex... #lame
130	1	working a double on 2 hours of sleep here we go let's get it
131	1	for those of you that love this time of year. http
132	1	in other news i havent had a good nights sleep in a week. i feel great.
133	0	the pure #reality of . http
134	0	#diy. change your #mobilecover every day now. enjoy! http
135	1	happy 2nd anniversary to me in sgv. happy ot here in client. woohoo. i loooooove my job. super. more years to go!!!!!!!!!
136	0	@user cause of all the things in life this seems to be in #balance. music- medicine, @user - doctor#superdaylineup
137	0	@user @user i guess that means msm will dig something up to smear barkley now.#ferguson
138	0	jimi agbaje is a fine man...in respect to public service what notable landmark has he achieved? testedjimi... http
139	1	@user good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion winking_face
140	0	@user why all the delays? happy
141	1	the fun part about 4 am drives in the winter, is no one has cleaned the snow yet
142	0	i miss the days when all my close friends lived in the same city.
143	1	so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise
144	0	@user is that ?
145	1	shoutout to my mom for being hella supportive of me
146	1	@user you may also see flags of isis with him is this govt and ch nisar don't admit crying_face
147	1	@user that's funny
148	0	do you want more period related post or do you like how i post some personal things here on instagram? http
149	0	http #analscreen #exotic exotic brunette gets her little tight butt nailed right on the office desk
150	1	@user what time is the ufc press conference tomorrow with names of numerous fighters getting cut
151	0	#terror on high seas ...fishing boat, allegedly from #pakistan, blows up at sea ...... http
152	0	#what#matters#to#me#is#gym#holidays#work#the#hell#out http
153	1	i like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it face_with_tears_of_joy
154	0	@user hate it. go back to the old format please.
155	0	@user its a week joke i have with jessica and my niece raising_hands
156	0	@user you seriously bought a giant tv to play in the box?
157	1	haha who the fuck says that to someone#truegentlemen
158	0	if you don't want hall to eventually ask for a trade then hope for consistency in the message. change too much you might as well start over
159	0	@user @user wow. that here though, sorry grandpa, we use mac these days #welcometotheworld #neverarguewithfools
160	0	@user i liked the first one. never cared enough to watch the sequel(s?). that said, i will only watch the #reboot because of #chrispratt
161	0	#working.blues.enough.vacation.days http
162	0	"@user the badger crusade continues.""gloucestershire badger patrols triggered by illegal trapping http"
163	0	@user i also support instantly murdering 12 year olds with fake plastic guns in public parks...
164	0	auntie just called and said shes on her way..i better get dressed then astonished_face face_with_tears_of_joy face_with_tears_of_joy
165	1	ahhh 7 a.m bedtimes, how i've missed you #examproblems
166	0	nerd #piccollage having a bit of fun with georgia #nerd#chistmas #sillybilly @ chilling on my comfy... http
167	0	@user i think it was the hotel owners...
168	0	@user one day i want to travel with my bestfriend globe_showing_Asia-Australia airplane_selector http done did traveled da world!! @user red_heart_selector
169	1	@user @user @user again fans come second. thanks again
170	0	when you return in kind then so called friends label you as being unkind. slightly_smiling_face
171	0	sometimes i just dont understand anything#stubborn http
172	0	that was the cutest thing ever smiling_face_with_heart-eyes face_blowing_a_kiss
173	1	oh how i love that my ass is too big to fit into my jeans anymore. #bigbootybitches
174	1	@user doesn't lucky and fortunate mean the same thing?
175	0	i enjoy stealing my husband hat every once in awhile smiling_face_with_heart-eyes face_blowing_a_kiss flushed_face #heyyall #goodmorning http
176	0	@user @user @user his tweet in the context of his history is what makes it a clear bait.
177	0	insanity is doing the same thing twice and expecting different results
178	1	3 hours sleep yay loving life
179	1	wow, look at you hotshot. #isthatajoke
180	0	@user can't wait to play the #bfhardline beta with you xd #epic
181	1	"contemplating responding to @user tweet saying ""what remains of their pride"" but not sure how well that will go down"
182	1	having to be up in four hours sounds great
183	1	oh and now the district line has major signal failures and delays fantastic!!!
184	1	@user @user @user sure that will end well
185	0	country music & photo editing, my type of morning sun_selector musical_notes
186	1	lol.. micromax is promising that service? http
187	0	its so hard to choose between the pleasure and the pain #girl #december #love #dream #strong http
188	1	@user adrian was raised that way and he made it to the nfl. maybe he thought that would motivate his kid to get there too?
189	1	"she heard him cry and his little fingers & toes were counted and mary exclaimed ""he's perfect!"" oh mary, you so cray cray."
190	1	my secret name is lizard squad. i like to ruin people's fun time. follow and rt to a billion and you'll have fun. #psn #giveitup
191	1	sexist article in the daily fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999.
192	0	@user you tweet about having a flip phone? now that's the definition of
193	1	@user yea we was we too only a couple schools played black & not its a black dominate game
194	0	don't forget to join @user for #steak night tonight starting at 4pm! #nyc #food #foodie
195	0	@user @user i don't think i've ever seen love actually all the way through. i tried once last year. i don't remember it.
196	0	@user @user @user my,nephew stopped a lot. his long hair. looks like a drug dealer. never smoked anything pills?not an aspirin.
197	0	#qz8501 asks permission to #takeoff: #towercontrol of #surubaya: yeah..y can go...away.
198	0	@user @user answer 2- more than 150 artists #winsunburnpasses
199	1	@user @user not playing out in the provinces like, oh, mississippi.
200	0	church sign of the day: how would you feel if we celebrated your birthday without you? speak-no-evil_monkey #stoleem #thereasonfortheseason
201	1	@user @user it has the word man in it!! just as sexist as saying mail man instead of mail carrier. #michiganman
202	1	did you know ? if you are reading this right now you are not blind...lol.
203	0	@user @user yeah & we wont talk about how the bodies of the 2 cops killed in bk were ambulanced immediately. elitism at its finest.
204	1	love this weather
205	0	@user psssst. you spelt 'thing' wrong
206	0	http what day is the sabbath? #follow #jesus #christ #fbc #fbcjax http
207	0	tough day in sun #kitsch#funny @ costa teguise lanzarote http
208	0	@user if @user exclude bf3 maps from the poll... i am going to riot!! i really want seine crossing back loudly_crying_face loudly_crying_face i would pay for it!!
209	1	i love 14 hour shifts weary_face weary_face weary_face
210	1	the whole #misogyny thing is hanging in there with women from the right . a cat fight now ?, imagine pulling that on the left #pmlive
211	1	yea, yea that's logical.
212	0	over on cbs at noon is #balvsmia. fox has #seavsphi after the #saints. #nfl
213	1	so aaron sorkin goes on @user to talk about not liking the media talking about sony hack? using media to bitch about media?
214	0	you have no argument because you're @user @user @user @user @user @user
215	1	#fergusonriottips remember, the only way ppl listen is if you burn down their stores#ferguson #vitoandvito #waarmedia #tcot #ycot
216	0	my fingers smell like lavashak slightly_smiling_face
217	0	#notcies #eu juncker receives birthday surprise: one million signatures opposing ttip and ceta http
218	0	#forever #young, forever #out, forever in #our #hearts. #rip #phillipjoelhughes. @user @user
219	1	last day in naples with my emma girl! palm_tree sun #soeasytotakeapicwithatoddler #19wksandcounting... http
220	1	say no more.... #bigclub http
221	0	@user anytime! cash is acceptable every where. and can be used toward whatever they want/need.
222	1	@user nah, it's better we all act like the north korean govt and police people's private thoughts.
223	0	@user my 7-year-old got it for me! i think macy's http
224	1	blowing your nose so hard your ears pop is the greatest way to start a wednesday.
225	1	today's court proceedings, allowing prisoners access to books in england & wales, surely confirms it's time to limit judicial review.
226	1	yay i love being awake at 5 in the morning grinning_face pistol
227	0	off to a slow start this morning . weary_face
228	1	@user getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now.
229	1	really looked forward to waking up this early for finals......
230	1	oh how i love listening to fox news in the background while opening presents.
231	1	those bad anonymous and occupy people did it all because they support white supremacy
232	1	@user @user well that's a completely well reasoned and thought out argument. you've changed my mind!!! #ferguson
233	0	@user yeah no i'm still laughing. it's not even that funny and i'm still laughing
234	0	@user @user gotta be a joke about tootin a horn somewhere
235	0	gotta go out with him and the third,forth,fifth...wheels. #winterthought
236	1	cc: @user my last tweet. wayne's world is a great movie.
237	0	@user @user zero place for that. when the karma train finds raiola, i hope it has a full head of steam
238	0	earn cash by posting & tweeting! http get started at http #homebasedbusiness #lol
239	1	oracle on windows 2000. this should be fun!
240	1	last day of classes #trill except finals whoop
241	0	you blame him for everything else @user @user @user @user @user @user @user
242	1	with dropping oil prices, thank goodness #pmharper has worked so hard trying to tie our economy to the oil & gas sector. #cdnpoli
243	0	when singing along to songs in korean and there is a part in english, i sing it with a korean accent. why.
244	0	save your work folks. i'm offically cntrl-alt-deleting this week.
245	1	i'm glad andy can tweet all day but not text me back. #loved
246	1	": when some masseuses offer ""soothing"" massages the way reviewers offer stinging criticisms. #masseuse=#reviewer #massage=#criticism"
247	0	@user shows you that apc is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#
248	0	@user @user @user how dare you accuse me of being a boomer.
249	0	hungry and hungover #a #good #day
250	0	oi na how am i functioning right now #sleepdeprived
251	0	@user i literally do not know
252	1	@user @user what does pti do apart from whining? #youthiacrasy
253	1	true http
254	1	@user @user @user tells someone to spell correctly while completely fucking up his tweet
255	1	my solo costume so far is charcoal grey bottoms.... making some real progress.
256	1	pay ghost soldiers in iraq & cut pay of us #military. #keepyourpromise @user @user @user http
257	1	...but then it started itself and made the windows noise. so starts this exciting day of mine...!
258	0	@user me and you are the only ones that love it grinning_squinting_face Santa_Claus party_popper musical_notes
259	0	in need of a rose winee wine_glass wine_glass
260	1	yesterday #peshawarattack was a top tag and today the only thing twitter nation seems to be concerned about is #ptikeptpakfirst
261	0	"my whole life is just ""oh ok""."
262	0	leg snapped alike a twig and after i completed my front flip i screamed like a hungry newborn baby
263	0	#succes #it #is #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http
264	1	i can already tell today is going to be a wonderful day
265	1	@user @user junior got a rim shot for a 'rim job' joke.
266	0	found out the reason that weekend closer makes my life miserable is because i'm atheist. #hypocrite #atheistproblems #serverproblems
267	1	staying #casual #monday #funday #ootd #fashion #style #allyouneedisstyle #todayimwearing http
268	0	@user so so problematic.. god bless her. it's a shame what've we done to pakistan. slightly_frowning_face
269	1	#torturereport trending; i wasn't aware j.k. rowling released her new book.
270	1	@user @user too sad... local now!
271	1	@user wtf thanks for saying bye
272	1	ahh gotta love those december electric bills.
273	1	dead? why is this stupidest of memes still perpetuated?
274	1	when someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..
275	1	great, i've got a lung infection. this is fun. smirking_face #notfun #miserable
276	1	jeez it's a lovely morning out!! dashing_away droplet sweat_droplets thumbs_down #ireland #december
277	0	@user i need a spot for my birthday
278	0	@user i don't think. i know!
279	1	i love when people leave their smelly shoes in my car. it makes my car smell great!
280	1	@user what's the rush? his leg is still attached right? #dr.dabo
281	1	50 mph winds make a great hair fan for a photo shoot. grinning_face_with_big_eyes
282	1	gotta love working the day after christmas #smellya
283	1	"is ""i have to go...my gelding is struggling with dystocia"" a valid excuse...i just want to see the (lack of) reaction #whenyouseeit"
284	1	@user i love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.
285	1	the thing i love the most about coming into work early? having everyone ask me why i'm here so early. gets me every time. #annoying
286	1	thanks @user for nothing. all my family were flying with you from kl to attend my wedding. #everyonecanfly #adelaideroutecancelled
287	0	@user @user didn't know that before putting him there#they all reck our country#pdp clans do not deserve another day even months
288	0	@user could do with someone making me a hot chocolate right now ahaha
289	0	me at restaurants: is there wi-fi?me at beach: is there wi-fi?me at family parties: is there wi-fi?me in hell: is there wi-fi? #wifi
290	1	love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers... see-no-evil_monkey
291	0	don't #text and #drive either. http http http
292	1	@user @user really?! unbelievable! u mean he was a thug & criminal?
293	0	always gonna be an uphill battle, sometimes i'm gonna have to lose.
294	1	today i don't feel like doing anything
295	0	http in light of the #murders of two nypd officers inspired by #icantbreathe should... http
296	0	@user he def came out the closet on that and 1 dunk #rudygay
297	1	people at my school only talk about sex and drugs. so awesome
298	1	perfect time to get really sick tired_face face_with_medical_mask
299	1	@user funny
300	0	the #hardest thing's #knowing & #having the #faith to #keep #going http
301	1	bush 'fully informed' of cia methods http no?? really?? shocking...
302	0	your jedi mind tricks don't work on me service guy. glad i dropped the car off for the oil change instead of av.
303	1	i often worry that wealth doesn't have enough influence in society, so pleased to see this being addressed http
304	0	@user women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? hotel wit grn ass man? smh
305	0	"some ""new"" vinyl on the turntable tonight. here's to you joe. @user #joestrummer #sandinista http"
306	1	@user who you calling bottle job i'll take teeth. yeah i'm game mate, at training tonight too, i'll remember your hat
307	0	to all those who held back in #2014 start again in #2015 as.. @user it's never too late to start! http
308	1	i'm so funny
309	0	"song of the day: ""love like winter"" - a fire inside."
310	1	thank you occ for being concerned enough about my safety driving to school to cancel classes....
311	1	oh sprints i love you http
312	0	#wreathacrossamerica #jax it is finnished http #honor #fallenheros in http http
313	1	heading to my nanas place its going to be so fun
314	1	big thanks to my teachers for the four tests i have to take tomorrow #woohoo
315	1	last semester i dropped a class because i had to write a 7pg paper. this semester i've had to write 5 of them
316	0	@user its my workhorse, practically glued to my hand http
317	1	prevents blood clots! more like stops blood circulation #surgicalstockings #attractive http
318	0	bet that was #limbs in the sunderland end
319	1	thanks mother nature.. you didn't give us as snow day and now my twitter is filled with people complaining
320	1	you know it's going to be a great day when you're garmin resets itself and you spill some cinnamon down yourself #slowclap
321	0	@user they are all written out in a gold gel pen waiting! i hate how are relationship consists of twitter messaging #fulfilling
322	0	@user you need to, it's an experience to say the least
323	0	@user @user johny ur cracking me up on facebook chatting up my mate grinning_squinting_face grinning_squinting_face grinning_squinting_face
324	1	@user weeeeee! you too! i love that xbox live and playstation network are down due to hackers on christmas.
325	1	$bidu up 2%. officially announced uber stake. $bidu has market cap of $78.6 billion. uber should top that in next vc round, right?
326	0	check this out! so #ugly #christmas http
327	1	i just love not being able to sleep.. #sotired
328	1	@user so psn and xbox live are both down on a day many people get new video games.north korean hack? tired_face
329	1	@user tried to cut and paste a tweet from sa mining where they got go green consulting ... it's in my timeline.
330	1	i seriously loveeeee how much you care
331	1	you know what's awesome? when all your gear (sliders, dolly, monitor, etc) gets delivered @ the end of filming. #somadatbandhandadorama
332	0	dayumm!! chtis brown is ma maaayuun!! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy http
333	0	@user now, tomorrow productivity at work would be hampered. #getmetoevc
334	0	@user stay faithful or stay single
335	1	absolutely love waking up to snow
336	0	@user @user i believe we have n that's y we suck.
337	0	"4. ""yes"" was the reply. these are public dollars being used. what's with this lack of transparency around union pearson express? #topoli"
338	1	@user @user @user @user the jets have pick 6 in the 2015 draft the irony blows my mind! #nfldraft
339	1	@user like i need to be reminded of bp cup competition dates!
340	0	@user @user @user awesome! and well deserved.
341	1	@user @user @user yes! vote for satan @user in 2016!!!!
342	0	moron, no one has ever said a ball is square #strawman @user @user
343	0	your friends will bring you down because they fucked up what they had males & females me fool !
344	0	@user @user thats quite an interesting number coz i managed to read only 17 but i will surely make it in #2015.
345	1	"@user and we know abt the ""goal"" that (never) crossed the line #holierthanthou #henryisalegend"
346	1	@user isnt it obvious #sadhvi case and #rape cases are 2 different things. you cannot co-relate both thngs to 1 sentence
347	1	aw thanks mother nature. merry christmas to you too!
348	1	what an eventful day... victory_hand_selector
349	0	"day 4 ""joyous day"" #decemberchallenge #picture speaks for itself #costateguise #beach#peace#2nd home#... http"
350	0	@user @user no, it isn't. wr's are dime a dozen and completely replaceable. which is why the packers won't overspend to retain him.
351	0	"japan's #abe #gets #the #mandate #he #wanted #â€"" #but the #recovery he wanted: japan's prime minister shinzo... http"
352	1	i got tampons! http
353	1	for those who can hear us, @user talks about nb power's record number of outages. 7:13 #transmitterproblems
354	0	#globalwarming would be nice right now if it were only true!call #algore 2 burn money 4 #christmas. #ｆｏｌｌｏｗ http
355	0	@user you truly are my son.
356	1	i just love 160 question tests in the morning.
357	0	at http -- #sketch #today #spudshed #fresh #fruit .only.for.eating #for.drawing.as.well #drawing #perth
358	1	@user won't our national hockey expert at 24 sussex drive join you??
359	0	this is what looks like, right? http
360	0	has @user @user shown up to speak with #zemirbegic family yet?
361	1	let's all do only squats and deadlifts until we hurt ourselves --really really good trainers #fitnessmotivation
362	0	#bbc #news -- #thailand #crown #prince's #wife #resigns #from #royalty. http
363	0	first photos of the infiniti vision gt concept emerge http
364	0	@user racism is pooled in liberal democrats. democrats must foment racism and division to maintain control. divide and conquer.
365	1	@user so, this topless feminist was just looking for someone to love?
366	1	"@user ""i feel bad for the american people, now we should invade their country in kill their children so we can save them"""
367	1	i'm such a good friend... http
368	1	@user wow, that is just so funny...
369	1	just flossed and then ate right after #inconvenient
370	0	@user no reasons given. some waited expecting a call but only found they were not chosen from media announcement
371	0	@user ill see if i can winking_face
372	0	sysdig cloud - the fascinating world of linux system calls < reminds me of my solaris dtrace days in early 2000's http
373	0	i really need to get my nails and eyebrows done tomorrow beaming_face_with_smiling_eyes been slacking on that #cool nail_polish person_gesturing_NO person_tipping_hand
374	0	@user one of those obvious when you see it but oh so clever ideas!! glad you approved!
375	0	replurks acatholicprayer: lord jesus christ, son of god, have mercy on me, a sinner! #catholic #prayer http
376	1	i bet its warmer in nova scotia today! #frio #cold #freezing #costadelsol #ilovecanada
377	1	bbc news - new forest road safety campaign donkey killed by car http
378	0	suppose i best move my arse to the #gym. anything to put off wrapping presents confused_face wrapped_gift #christmas #chore
379	0	thanks for the awesome support on our #instagram page. much appreciated. http #women #motivation #rolemode
380	0	i adapted the snoopy comic for academic paper submission face_with_tongue reviewer 2 is the stuff of nightmares! http
381	1	kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket & i never ask
382	0	happy new year to meeeee... http
383	0	@user georgia's nativity play in the morning too..
384	1	sanjay dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it.
385	0	who's eating everything on the table for noche buena? person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand person_raising_hand
386	0	let's get another big win vols bball and keep it going..#volnation #beatncstate
387	0	you can spit on a rose but it's still a rose. #contempt #mockery
388	1	@user if you don't want to upgrade your ios or keep many pictures, yeah it's great
389	0	@user ****alert**** please change this.... its me>>> #nowplaying relentlezz @user - who i be :: tune in: http
390	1	half the world is starving, the other half is struggling to lose weight! #sickworld
391	0	@user i liked .. don't regret anything that made you smile... ha ha
392	0	dats how u kno its winter http
393	1	i like creepy guys that ask me random questions at swic
394	1	someone stop obama! usa only should have relations with human rights loving nations like saudi arabia. not terrorist cuba! #cuba
395	0	watch father and not his daughter fuck http #old+young #father #and
396	1	@user no, voting somebody in because they're from latvia is way more important than voting for the best players.
397	1	marvin lewis clearly thinks very highly of johnny football #norespect @user
398	1	finals week is draining my body so much that it's ruining my life in other places. lovely...
399	1	about to write my math final really excited #somethingrandom http
