index	label	text
226	1	Yay I love being awake at 5 in the morning :grinning_face: :pistol:
227	0	Off to a slow start this morning . :weary_face:
258	0	@USER me and you are the only ones that love it :grinning_squinting_face: :Santa_Claus: :party_popper: :musical_notes:
259	0	In need of a rose winee :wine_glass: :wine_glass:
276	1	Jeez it 's a lovely morning out ! ! :dashing_away: :droplet: :sweat_droplets: :thumbs_down: #Ireland #December
281	1	50 mph winds make a great hair fan for a photo shoot . :grinning_face_with_big_eyes:
290	1	Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers ... :see-no-evil_monkey:
298	1	Perfect time to get really sick :tired_face: :face_with_medical_mask:
323	0	@USER @USER Johny UR cracking me up on Facebook chatting up my mate :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face:
328	1	@USER : So PSN and Xbox Live are both down on a day many people get new video games . | | North Korean hack ? :tired_face:
332	0	dayumm ! ! chtis brown is ma maaayuun ! ! :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL
348	1	What an eventful day ... :victory_hand:
371	0	@USER ill see if I can :winking_face:
373	0	I really need to get my nails and eyebrows done tomorrow :beaming_face_with_smiling_eyes: been slacking on that #cool :nail_polish: :person_gesturing_NO: :person_tipping_hand:
378	0	Suppose I best move my arse to the #gym . Anything to put off wrapping presents :confused_face: :wrapped_gift: #christmas #chore
385	0	Who 's eating everything on the table for Noche buena ? :person_raising_hand: :person_raising_hand: :person_raising_hand:
389	0	@USER * * * ALERT * * * PLEASE CHANGE THIS ... ITS ME > > > #NowPlaying Relentlezz @USER - Who I Be :: Tune In : HTTPURL
401	1	Dragging her feet , smacking her lips , and scowling at the empty street while screaming into the phone ! ... such grace . ! :frowning_face:
413	0	just one of those nights :pensive_face:
417	1	Today I 'll lecture on CRM investments & shareholder value ... So excited ... :smirking_face: I 'm sleepy :sleeping_face:
426	0	Had no sleep and have got school now happy :pouting_face:
427	1	love , love , love how the left side of my face is swollen . :pouting_face: :loudly_crying_face:
435	1	Yeah nice hair babes :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL
469	1	Well my mornings going very nicely :smiling_face_with_smiling_eyes:
470	1	Sad I do n't have a Christmas jumper , thanks @USER for your super fast delivery :thumbs_up:
481	1	Shakespeare is great :person_gesturing_NO: :pistol:
494	0	Off to search for a Christmas gift for my dad bc procrastination :wrapped_gift:
514	0	@USER gotta hand it to them , really . :clapping_hands: :clapping_hands: :clapping_hands:
516	1	Good thing I 'm scared of clowns and my kindergarten teacher was dressed as one today . :expressionless_face:
517	1	LUV when my hair is frozen :grinning_face_with_big_eyes:
522	1	Soccer game should be fun today ... :face_with_tears_of_joy: :face_with_tears_of_joy:
528	0	Why am I wide awake right now .. :face_without_mouth:
531	0	That was one long walk :OK_hand: :OK_hand: :OK_hand: #GoMe HTTPURL
546	0	i would tell ya , but you just would n't understand ... :heart_with_arrow:
548	0	Ca n't even explain how excited I am for tomorrow . :hundred_points: :basketball:
579	0	Today is just not my day :pensive_face:
607	1	@USER : Love randomly waking up at 5:43 am me everyday multiple times :unamused_face: :unamused_face:
620	0	@USER well the pain is n't makin me feel sick anymore so :thumbs_up: be all better for the big fella :Santa_Claus: :wrapped_gift:
624	0	I 'm okay with snow , but sleet #howaboutno | :face_screaming_in_fear:
627	1	#instacraze #addiction :winking_face_with_tongue: at HTTPURL
636	0	It 's too early to be awake ! :confounded_face:
647	0	Si Ms . Educ hehehe clear my ignorance :smiling_face_with_heart-eyes: :face_with_tears_of_joy:
652	1	Just submitted my final paper of the semester . It 's only a make-it or break-it on whether I pass the class . No big deal . :expressionless_face: :thumbs_down:
658	0	I need new boots for my birthday .. And by new boots I mean like 3 or 4 pairs :grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes: #ineednewboots #boots
660	0	@USER Why do n't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates ! | :rocket: Science
663	1	Sitting in this hall is fun ! ! :unamused_face:
666	0	I think #Stars are just the most gorgeous things in this world :sparkles:
668	0	Lady in red :red_heart: :sparkles: :kiss_mark: :princess: :woman_dancing: | #ootd #im #the #mom #the #godmother #lol #athenakairalyn #baptism #love ... HTTPURL
675	1	I just love it when my knee clicks :grinning_face_with_smiling_eyes: :unamused_face:
702	1	yet another rainy goshen concert night :umbrella_with_rain_drops: :violin: #surprised
732	1	I only bought a few people gifts this year :flushed_face: :flushed_face: :flushed_face: HTTPURL
747	1	I love cold winter days cause I never know when my car decides not to start :expressionless_face:
751	1	OMG YES . 7:30 FINALS ON A FRIDAY ARE MY FAVORITE . :smiling_face_with_heart-eyes: :red_heart: :person_tipping_hand:
759	0	Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-eyes: #yay
764	0	"Day 9 "" something your reading "" #decemberchallenge #lovehistory #lovenonfiction .. :white_heavy_check_mark: @USER Our Cosy House HTTPURL"
780	0	That was a very rememberable new years kiss :face_with_tears_of_joy: :kiss_mark: :red_heart: #lovemyrelationship
801	0	Do n't forget the true meaning of Christmas :folded_hands:
804	1	@USER I miss seeing your face and t-Rex hands everyday on Vlogmas :loudly_crying_face: :face_blowing_a_kiss: - Rexemoji :see-no-evil_monkey:
809	0	I hate babysitting when I 'm sick because all I wanna do is sleep but I can't :pensive_face:
812	1	Jordan fan here | | :face_with_tongue: - not a hater . HTTPURL
821	1	It 's not even 9 and I 've already called the cops twice .. Damn I love my job :unamused_face:
826	0	Ca n't get over this very British weather ! Remember to check under you cars and wheels for any small animals , they like to hide under cars :cat_face: :dog_face:
856	1	@USER I be surprised at how many ppl have me blocked :weary_face: :weary_face: :weary_face: #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows
864	1	I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire . #killmenow :loudly_crying_face: :kitchen_knife: :fire:
869	0	Listening to the rain in bed #Peacefull :umbrella_with_rain_drops: :sweat_droplets: :droplet: :sweat_droplets:
892	0	@USER @USER thnx all sorted now .. #kids #happy :smiling_face_with_smiling_eyes: .. Thanks again @USER for trying to help most of all thaku for replying
898	1	So nice to have a final before the sun is even up :smiling_face_with_smiling_eyes:
901	0	Home finally ! What a way to start the christmas break ! ! ! :thumbs_up: :OK_hand:
905	1	Oh we get to see The Queens Garden on #itv after she addresses the nation . Just what I always wanted :flushed_face:
911	0	@USER :beaming_face_with_smiling_eyes: contrary to this ... I 'm wide awake ( caffeine injected consciousness ) :flushed_face:
913	0	Time for my babies and I to take this medicine so we can get better :face_with_medical_mask:
926	0	Bday lily painting for @USER :purple_heart: HTTPURL
960	1	my favorite thing to do on Tuesday is write psychology papers :neutral_face: #killme
965	1	#ready for doing #business today :grinning_face_with_smiling_eyes: :see-no-evil_monkey: #tiredashell #coffeecoffeecoffee #morecoffee # ... HTTPURL HTTPURL
970	1	Less than 5 hours sleep , fantastic :beaming_face_with_smiling_eyes:
971	0	@USER wesay Yar her date was good :winking_face: I guess she ( in first meeting ) wanted to b seen with a girl or smth ( in hindsight I found her mashkook )
978	0	@USER @USER @USER @USER @USER @USER @USER not now guys finals :hundred_points:
981	0	Didnt have no time to wake and bake this mornin winnin :pouting_face: :person_gesturing_NO:
986	1	@USER haha quite right mate ! They coonty workers have got it aff easy Al tell ye ! Oot here workin like a hamilton accie :person_wearing_turban: :face_with_tears_of_joy: :face_with_tears_of_joy:
994	0	Saturday selfies miss you guys @USER @USER jessica 101xxx mark 8 :face_blowing_a_kiss: :face_blowing_a_kiss: :face_blowing_a_kiss: kiss each and one ... HTTPURL
997	0	It was a greaaaat night ! :smiling_face: :beaming_face_with_smiling_eyes:
1025	1	36 hours no food no drink going strong #givemeabrew :folded_hands: :loudly_crying_face: :hot_beverage:
1035	0	Stuck in traffic ! ! ! :umbrella_with_rain_drops: :high_voltage: #mondays #athensbyrain #traffic #ontheroad #ontime ? #sisters #COOLURSTYLE ... HTTPURL
1048	0	Cats are so cute I wish I was n't allergic :loudly_crying_face: :loudly_crying_face:
1049	0	@USER kabhi I 'm messier than usual messy wesay :persevering_face: I need chai & I 'm resting for last 2 days . May be this is the reason .
1050	0	Claybo Dawson and I are @USER ' s #squadgoals :smiling_face_with_sunglasses:
1055	0	@USER bruhh I just saw a license plate that had the letters FDB :face_with_tears_of_joy:
1059	1	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week ! ! ! #needmoresleep :sleeping_face: :zzz: :confused_face:
1067	1	Ouch that hurt :face_with_tears_of_joy:
1071	1	I love math , I 'm so amped for my final like 7 hours from now . I hardly studied for it . #IBeenDoingIntegralsSinceThe5thGrade :grinning_face_with_smiling_eyes: :winking_face_with_tongue: :face_with_tears_of_joy: :persevering_face: :anxious_face_with_sweat: :tired_face: :confounded_face:
1075	1	They do n't even listen to ur order talk about great customer service :thumbs_down:
1082	1	I love waking up with migraines :loudly_crying_face:
1089	1	Hi Orgabeh , so we meet again . I think you 're my soulmate . :smiling_face_with_heart-eyes: zzzzZzz :tired_face: #patience
1097	1	Went off the road this morning as did my English professor , thank you FSU for your concern for commuters :unamused_face:
1102	0	Apparently it 's hang up on Ashley day :grinning_face_with_smiling_eyes:
1111	1	Wow I really have the best luck known to man :grinning_face_with_sweat:
1112	1	I love running on 3 hours of sleep .. #ijustwannasleep :confused_face:
1115	0	"My dad would have a shotgun ready | "" My dad would offer him a beer "" | "" My dad would ask him to join his clan "" | :face_with_tears_of_joy: @USER @USER"
1122	1	Do n't you just love when you say hi to someone in the hallway and they completely ignore you ? Yeah , I love that too . :unamused_face: :oncoming_fist:
1145	1	sorry for being female , I did n't mean to interrupt your perfect little man-world . :unamused_face:
1146	1	Isabelle sends me the nicest texts :persevering_face: :confounded_face: :broken_heart:
1151	0	Kisses to you bc you lose wisdom today ... from your mouth #clever lol I love you text me when you 're able :winking_face_with_tongue: HTTPURL
1154	1	Good thing I gotta work today :thumbs_up:
1155	1	Foxy Lady .. #waynesworld #excellent :beaming_face_with_smiling_eyes: :smiling_face: :smiling_face_with_smiling_eyes:
1169	0	I love putting up the Christmas tree with the fam :smiling_face: :Christmas_tree: #christmastree
1176	0	Currently a bus wanker . I hate people :confused_face: #stinks #gobonastick #dickheads
1229	0	Amen :folded_hands: ... I love this ! If you did n't plan , then it 's your problem :winking_face_with_tongue: #truth emergency @USER Pearl ... HTTPURL
1241	1	And you just skip my TBH ? Do you not like me so much as to just erase me from your life or something ? #awesome :face_with_steam_from_nose:
1244	0	Happy New Year all my Twitter people . Hope you have a happy and successful 2015 ! Lots of love :face_blowing_a_kiss: #2015season #2014sucks
1260	1	:weary_cat_face: :face_screaming_in_fear: :weary_cat_face: :face_screaming_in_fear: :weary_cat_face: :face_screaming_in_fear: #POPCORN ! ! ! :face_with_tears_of_joy: :Santa_Claus: :face_with_tears_of_joy: :Santa_Claus: :face_with_tears_of_joy: :pistol: :pistol: bringing this at movie tuesday night ! ! HTTPURL
1269	0	Babysitting night ! Hoping my car does n't get towed bc idk where to park :anxious_face_with_sweat:
1298	0	@USER oh haha no they ain't :face_with_tears_of_joy: :face_with_tears_of_joy: you ain't even seen em
1323	1	Ca n't wait to work with the dream team again today ! ! #delilyfe :see-no-evil_monkey:
1331	1	@USER Ok , hope it will rain soon :confounded_face:
1334	1	Yeah so I 'm on a diet :pizza: HTTPURL
1343	1	We 'll that was a great way to start off my morning :grinning_face:
1347	1	@USER which one is more disturbing dan ? Tickling an elf 's :eggplant: or biting it ... #philisinnocent :beaming_face_with_smiling_eyes: :pistol: HTTPURL
1374	1	Its gonna be a loooong day .. but yolo lets have fun :grinning_squinting_face:
1382	1	Accidentally breaking your own computer when your tech support ! Haha , talk about employee of the month #techSupport :laptop_computer: :floppy_disk: :pistol:
1401	1	Yea I love it when 2 is already throwing a tantrum upon waking up . Totally . Awesome . :OK_hand: @USER
1412	0	Falling asleep to the sound of rain is so relaxing :umbrella_with_rain_drops:
1419	1	Looking forward to doing my 4 page essay tonight :face_savoring_food: seems like fun
1423	0	Yoga pants , a sweatshirt , and nikes , am I @USER yet ? :face_with_tears_of_joy:
1436	0	:regional_indicator_symbol_letter_f: :regional_indicator_symbol_letter_o: :regional_indicator_symbol_letter_l: :regional_indicator_symbol_letter_l: :regional_indicator_symbol_letter_o: :regional_indicator_symbol_letter_w: THIS :| #TSU website now worth $ 1.5 Million ! | | You get paid for posting ! | HTTPURL HTTPURL
1447	0	This kid right here makes me so happy :red_heart: #nephew HTTPURL
1453	0	@USER @USER @USER @USER @USER @USER @USER Ya welcome hunny :kiss_mark:
1461	0	@USER to you too . :) :thumbs_up:
1470	0	@USER miss u I 'm leaving on 7th so ... Need to see you before I go :weary_face: :weary_face: :weary_face:
1475	0	Each snooze button is more tempting than the last :sleeping_face: :SOS_button:
1483	0	I come up with some ridiculous scenarios in my head :thought_balloon:
1489	1	Love that my buses are every half an hour :angry_face: :pouting_face: :face_with_steam_from_nose:
1492	1	I just love when you test my patience ! :smiling_face:
1496	0	Dayum , I really got the house to myself while my brother still has school all week :smiling_face_with_sunglasses:
1503	0	I got to meet a real CSI tonight #cool but the little jerks who broke into his office at 2am cool :pouting_face:
1527	0	@USER I 'm good at banter ... :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:
1537	0	NO PAİN - NO GAİN ! | #Fit #Fitness #gym | #No #Give #Up :oncoming_fist: :flexed_biceps: HTTPURL
1547	0	I can't wait to jump in my bed tonight and sleep ! :sleeping_face: #sotired
1557	0	@USER no , not anymore . :persevering_face:
1569	1	Ready to conquer the day :winking_face_with_tongue: @USER #leavemealonemom #my2fave :red_heart: #bahhumbug HTTPURL
1589	1	I guess I 'll eat leftovers for breakfast AGAIN , while others get black bear .. #cuzididntwantgoodfood #truth #hungry :unamused_face: :thumbs_up:
1592	0	Connacht Camogie champions 2014 ! 3 years in a row ! Hon HRC ! #MountbellewIsAHurlingStronghold #HolyRosary4life #SeniorB :grinning_face_with_smiling_eyes: :raising_hands: :trophy: :baseball:
1602	1	Gotta study and I 'm like , who cares ? ! #perksofbeingasenior :thumbs_down:
1619	0	@USER hahahah Donna being inspirational and shit :face_with_tears_of_joy: that 's great
1629	0	it just had to snow and cancel our Vball tournament today ... :pistol: :pouting_face: :pouting_face: :pouting_face: #ball #is #life
1651	0	@USER when dad calls me by this name :smirking_face: we often go into a fight .. You want a fight ? :smirking_face:
1660	0	happy birthday to my boo @USER :red_heart: :party_popper: love you , have a great day ! :face_with_tears_of_joy: :smiling_cat_face_with_heart-eyes: HTTPURL
1668	0	Solid leg day :flexed_biceps: felt great and hit my max for 2 . Ca n't wait to squat 315 !
1669	1	I just love being in charge of comp music :grinning_face:
1697	0	@USER : A Guide To Coffee :OK_hand: HTTPURL LOL , espresso from that time we went to the Maple Leafs fan fest @USER
1709	0	What does n't kill you makes you #stronger :OK_hand: ... I 'm #perfect #mybody :see-no-evil_monkey: HTTPURL
1718	1	WAIT the GA I have a crush on and emailed me and told me it was great to have me in class :smiling_face_with_heart-eyes: :red_heart: :face_blowing_a_kiss: he totally loves me
1719	1	Woke up to find out my vehicle insurance went up $ 22 a month ! ! Merry Christmas to me ... :unamused_face:
1725	1	I love it when work tells me they do n't need me to come in :person_tipping_hand: :face_with_tears_of_joy: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:
1726	0	look for the girl with the broken smile , ask her if she wants to stay while , and she will be loved . :two_hearts: :musical_note:
1729	0	Time for babygirl and I to get our beauty sleep :sleeping_face: :zzz: :zzz:
1732	0	@USER excited for 2015 its gonna be a good year for music ur gonna smash it #Ed :microphone:
1754	0	Chillax Bitches . :squinting_face_with_tongue: why is my face so squished . #fireball HTTPURL
1759	1	Ahhh Finals week ... I 'll throw a kegger at my house for all the survivors :skull: :skull: :skull: #Motivating #RIP
1778	0	"@USER @USER is it bad that after my "" happy Preds won "" :party_popper: dance my first thought was Donnie ? ! :beaming_face_with_smiling_eyes: :speak-no-evil_monkey:"
1785	0	@USER I never study lolz . I 've been working on a presentation thats due tomorrow and I just now started :grinning_face_with_sweat:
1786	0	@USER I dont know what it is but I 'm in love your products Christmas heaven ! #love #skincare #beauty :thumbs_up: :green_heart: :person_taking_bath: . HTTPURL
1788	1	On a good note , only 49 more days until #Scandal . :crying_face: :crying_face:
1802	1	way to prove that women are more than just breasts & an ass ... :unamused_face:
1803	1	waking up congested / not being able to breathe is a great feeling . :expressionless_face:
1804	0	my life wo n't be complete until I meet @USER :two_hearts:
1808	1	* gasp * The girls are at a rehearsal studio today ? You do n't say ... Hmmm wonder what on earth for ? :frog_face: :hot_beverage: #MTVStars Little Mix
1809	0	@USER yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out :see-no-evil_monkey:
1810	1	There 's nothing better than the feeling of being loved :unamused_face: lol nothing :thumbs_up:
1830	0	My dream is to celebrate Christmas with you :smiling_face_with_heart-eyes:
1836	0	I had the best New Years ! ! ! Spent it with the people I love & I fucking loved it ! :smiling_face_with_heart-eyes: Such a happy camper right now ! :squinting_face_with_tongue: :green_heart: :red_heart:
1864	0	Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:
1872	0	@USER someone 's on the defensive ... if the shoe fits :frog_face: :hot_beverage:
1906	0	I wish a mf would :oncoming_fist: :oncoming_fist: | my day !
1909	1	@USER only children at home status . Woohoo Is n't it fun ... :unamused_face: :pensive_face:
1910	1	What wonderful weather we are having ... I might need sunscreen today :smiling_face_with_sunglasses: 󾍁
1912	1	At least my tan looks good :flushed_face: :face_with_tears_of_joy: need to learn to appreciate my pale skin :see-no-evil_monkey:
1913	1	well today is gonna be a great day :OK_hand:
1915	1	67 is such a beauty :unamused_face: #manitibaprobs
1919	0	Gotta record my favorite show Tamar & Vince season finale ! ! ! :purple_heart:
1928	0	Who dares to play this game ? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead :face_with_tears_of_joy: #NeedAGoodLaugh HTTPURL
1937	0	Might go back to bed it 's easier then making the effort @USER #wrong :face_with_tears_of_joy: :loudly_crying_face:
1946	0	@USER but in term time my son ... :grinning_squinting_face: :smiling_face_with_sunglasses:
1948	0	I may or may not be obsessed with the grinch :smirking_face:
1960	0	Rocking the Christmas socks at work . It 's the little things like this that make me happy . #essentialservice :Santa_Claus: :Christmas_tree: HTTPURL
1967	1	Dad and step mom bitching at each other , now it 's Christmas :smiling_face_with_smiling_eyes: :Christmas_tree: :face_with_steam_from_nose: #ugh
1968	1	internet got me like :weary_face: #stillalive HTTPURL
1974	1	Ca n't wait for my boyfriend to come home and kick my butt into shape ... :see-no-evil_monkey: :face_with_tears_of_joy: @USER
1989	0	Why do I have to have a good game then a bad game and then a good game then a bad game again . :expressionless_face: :pouting_face:
1992	1	My year is ending perfectly :face_with_tears_of_joy:
2006	0	I do n't know how you can love , but also freaking hate someone so much ! ! :unamused_face:
2041	0	@USER im done with finals thursday that would be nice lol you leave friday at what time ? :airplane:
2045	1	I 'm happy with the two hours of sleep I got last night :weary_face:
2062	1	Next day makeup just looks so hawt :kiss_mark:
2068	0	#late night #shopping #bullringbirmingham #sunglasses really ? Lol :beaming_face_with_smiling_eyes: #sayyes she says xxx HTTPURL
2096	1	@USER : This year 's class picture is so awesome . Really awesome ! :oncoming_fist: hahahahaha :face_with_tears_of_joy:
2115	1	Merry Christmas love Instagram HTTPURL :face_with_tears_of_joy: #gifts #spam
2116	1	I love when I write a tweet wrong . :smiling_face_with_smiling_eyes:
2140	1	I cared for 8 seconds , then I got distracted . :face_with_tears_of_joy:
2155	0	Munro 's facial expression is my facial expression right now :face_with_tears_of_joy: :face_with_tears_of_joy: #But #I 'm #giving #up #on ... HTTPURL
2172	0	So which beauty 's can get me some followers then :speak-no-evil_monkey:
2173	0	Just booked me and my back a massage with @USER @USER hopefully stop it groaning over crimbo :thumbs_up: :Santa_Claus: :wrapped_gift: :Santa_Claus:
2175	0	Always forget how good the F . E . A . R is by Ian Brown :headphone: #singingoutloud #TUNE
2184	0	@USER oh man . You will have to get everyone singing ready for when I 'm in :face_with_tears_of_joy:
2185	0	Happy holidays from me and my boy Carl #lrs #holiday #party :smirking_face: :smiling_face_with_sunglasses: :smiling_face_with_sunglasses: :Christmas_tree: :Christmas_tree: HTTPURL
2187	1	Dissecting a rat first period is a great start to the day :mouse:
2190	1	@USER obvi because every Jesuit is a heretic :person_tipping_hand:
2204	0	Work done , gym done , steak for tea and Friday tomorrow #woohoo :grinning_face_with_big_eyes: :thumbs_up:
2206	0	Eeeek cinema date with the boo this weekend :see-no-evil_monkey: :two_hearts:
2213	1	Love the fact that are school smells like a sewer . :face_with_medical_mask: :face_with_medical_mask: :face_with_medical_mask:
2215	0	day 3 : sun | but it 's not sunny today :cloud: | #DecemberPhotoChallenge #france #sun #or #today #day3 ... HTTPURL
2222	1	work should be fun today :unamused_face:
2239	0	@USER the word itself is a mockery ... Bae ... like abey :persevering_face:
2245	0	Backs killing me today :grimacing_face: #tramadol
2249	0	#NYPD did comment 4 this or provide its own internal #statistics w / | :police_car: involved :skull: s & the info has not been given 2 the FBI since 2006 .
2265	1	Haha love when I accidentally spray perfume in my eye :person_gesturing_OK:
2286	0	95 % of my clothes are black . #noshame :bomb:
2294	1	@USER woww thanks for that helps alot hahaha saddd :face_with_tears_of_joy:
2297	0	Gonna be the shittest Christmas ever without my mum .. Gonna get so drunk :tropical_drink: :tropical_drink: :tropical_drink:
2303	1	Always fun when buses do n't turn up ! It 's my favorite waiting outside in the freezing cold for them for like half an hour :smirking_face:
2315	0	@USER was just about to say that :face_with_tears_of_joy:
2326	1	stomach flu once again ... what a surprise . :unamused_face: :face_with_medical_mask:
2335	1	@USER and he can't find himself a pair that would fit :see-no-evil_monkey: :speak-no-evil_monkey: :speak-no-evil_monkey: :face_with_tears_of_joy:
2338	0	@USER haha ! ! Noo I do n't need new boob 's my old ones are just fabulous :squinting_face_with_tongue: :squinting_face_with_tongue: :squinting_face_with_tongue:
2340	0	@USER : Congratulations GG for giving us amazing collections for 10 yrs.In fact i was planning to do the same for u from my prospictive :smiling_face_with_smiling_eyes:
2348	1	Yay for no longer having a vehicle ! :pensive_face: :disappointed_face:
2364	0	When Santa looks up my name :smirking_face: :person_gesturing_NO: :crown: | #sassy #naughty #or #nice #instagood #instadaily #Christmas ... HTTPURL
2376	1	Listened to Gimme Shelter while driving in the rain :face_with_tears_of_joy:
2381	0	@USER @USER yip most likely the next time I get #suckered into #making anotherone :winking_face_with_tongue:
2388	1	@USER looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple ! :flushed_face:
2398	0	@USER @USER @USER @USER @USER @USER mmmm :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:
2433	1	finally going to bed , definitely looking forward to waking up in 5 1/2 hours . :thumbs_up:
2434	0	@USER aww bless ya . Enjoy your break babe , yeah it was great thanks .. Finally recovering from it . How 's Ya tash going ? :face_blowing_a_kiss:
2469	0	@USER long yeah . the director 's cut will be longer ! :beaming_face_with_smiling_eyes: you need to see Penguins of Madagascar btw
2475	1	Well , my nmu computer just took a poop on me :/ hopefully it will start back up later .. #whatDoIExpect #NMUComputersAreTheBest :expressionless_face: :unamused_face:
2477	0	In case somebody breaks in our apartment :kitchen_knife: :dizzy_face: HTTPURL
2484	1	Babysitting is what I like to do on a Saturday :unamused_face:
2492	0	Dirgahayu my corps @USER 16/12 / 1986 - 26/12 / 2014 :smiling_face_with_sunglasses: :musical_score: :clapping_hands: :oncoming_fist: | just a corps , we ... ( w / Tari , eni , & 26 others ) [ pic ] — HTTPURL
2522	1	the wheels on the bus are broken down broken down broken down :smiling_face_with_smiling_eyes: :musical_notes: #fml #omwtothemet
2525	0	I 'm in the back chilling for now on , if I do n't keep it contact with you or hit you up do n't get mad I 'm just on some other shit :person_walking:
2526	0	@USER dusty as usual :electric_plug: #redbucket HTTPURL
2545	0	In Scotland ( the little country that 's attached to the north of England ) :regional_indicator_symbol_letter_g: :regional_indicator_symbol_letter_b: :snowflake:
2549	0	#nuffsaid #stupidity #hadenough lols :face_with_tears_of_joy: :grinning_face_with_big_eyes: HTTPURL
2554	1	So this week is just getting better and better :loudly_crying_face:
2575	0	@USER : Two years ago i got binoculars from my parents cause I needed to look to the future , I was like cool :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: tweet of the year
2578	1	Love the trust i get from people :OK_hand:
2590	0	@USER yeah stressed isnt the word could easily punch someone in the face right now :smirking_face: :oncoming_fist: :oncoming_fist:
2597	0	"Pepe 's hair RT @USER : Palacio 's hair ... "" @USER : Ronaldo hair .. "" @USER : Messy hair :heart_suit: """
2606	1	Glad @USER is excited to see me ... :unamused_face:
2607	1	WOW ! ! ! Really ? ? ? Homework in the weekends ? ! #talkingabout #theteachers :pouting_face: :pouting_face:
2614	1	lol drunk mom on Christmas is so fun ... #thisisadisaster :smiling_face: :pistol: :cocktail_glass:
2619	1	@USER I bet you 're gonna be outside today , its soooo warm , T-shirt and shorts weather :flushed_face: :smirking_face: #Funny
2655	1	I have three test and a two dance performances tomorrow ! ! :books: :open_book: :woman_dancing: :woman_dancing: :people_with_bunny_ears: #EasyDay
