index	label	text	word_count	emojis	emoji_count	emoji_sentiment_scores
84	0	GET AHT A TAHN!|The Made in PGH Gift Guide https://t.co/ziTWyuzN6a via @getfitpgh	12		0	
85	0	On my lunch break so sleepy😴	6	😴	1	-0.081
86	1	#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz	2		0	
87	1	dude said I better think hard , so he can take me to cheddars lmao ! 	16		0	
88	0	My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM	6		0	
89	0	Overcast at Creso. #todayimloving #beachwalk #crescenthead http://t.co/daEk2DAjBg	7		0	
90	0	2014 can't end fast enough! Stupid dead battery.	8		0	
91	1	Not even 8am and I can already see this is going to be a wonderful day  #needmorecoffee	17		0	
92	1	I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||	19		0	
93	1	@bustedcoverage  but Russell is a good christian fella, he wouldn't do that. 	12		0	
94	0	"Apparently my youth group thinks ""Are you kidding me?"" is my default expression--or ""nomal face."" #areyoukiddingme http://t.co/dBARs2XXTa"	17		0	
95	1	"@jaymohr37  #PSA Hey Jay, I tuned in when u said ""why all the cocaine talk today....after tweeting coke joke saw it's Escobar's 65th "	23		0	
96	0	Interviewed a turkey & here's what he had to say http://t.co/8fTsTAoTa1 #Thanksgiving	12		0	
97	1	Planned on an early night last night.. Oh yaa course that happened..  #gotinterupted	13		0	
98	1	@MaggieWinter21 your last retweet though 	5		0	
99	1	2v4 S&D matches are just so fun... 	7		0	
100	1	i just loveee bein short and having my sweatpants go all the way under my feet its so fun... 💩	20	💩	1	-0.118
101	1	I love waking up at 8 am on a Saturday morning after going to bed at midnight 	17		0	
102	1	A day where  ruled @twitter, I got followed by @Sarcasmia. Wht a  day!! Lollllll.	14		0	
103	0	Jusuf Nurkic #Bulls RT @JonathanTjarks: He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.	24		0	
104	0	I don't even have progress on my thesis tas preparations for our event this thursday 😩	16	😩	1	-0.368
105	1	Gym and I are gonna have a reeeaaalll nice date tomorrow.  #imgoingtostruggle #VSFS2014	13		0	
106	0	Sony pulled a movie bc we're scared of a country that can't even keep its lights on at night? Even motel 6 can do better than that. #Zing	28		0	
107	0	Had a nice 3 hour nap. Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @MyzzCryz I added water chestnuts to my dinner	24		0	
108	0	@jepischke @djdurkin The Bears are probably the worst franchise in football at the moment.	14		0	
109	1	I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys 😑😑😑. Way to go 	26	😑😑😑	3	-0.314
110	0	Hell has frozen over. Literally. #Texas2015.	6		0	
111	1	Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh...  http://t.co/hRysVyLpBI	24		0	
112	0	Its a marshmallow world in the winter 🎶 #getthisoutofmyhead	9	🎶	1	0.539
113	1	Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. #Somuchfun 	14		0	
114	1	Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the  http://t.co/sQCIETUrpR	13		0	
115	0	that is the face of a tired man hahahahah	9		0	
116	1	We want turkey!! 	3		0	
117	0	@winelibrarian happy to be of some small service ;) @Case4Cleveland @brad4word	11		0	
118	0	Choose your words carefully hurting someone feelings is not the right way to go.	14		0	
119	1	What a joke. Thanks for the detailed response and communication with your customers.  @AskPlayStation @PlayStation	15		0	
120	0	@MohammadFarooq_ Asalamoalekum... 😃 kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. 😇	20	😃😇	2	0.579
121	0	Feeling artsy tonight. #artsy#homealone#vienna#studentlife @ b&e's apartment http://t.co/Ct85mmtf5H	8		0	
122	0	"showed mom this picture of me and @sopitlikeitshot & says ""this is grunge"" and she goes ""haha!! I love it!"" #momgoals http://t.co/LTe1NGODMk"	22		0	
123	0	@TharaAzzam explains why Inter went all Calciopoli over Juventus...	9		0	
124	0	I pray God comes back in America and saves us all.	11		0	
125	0	#Libby #Lane #appointment: #Women #bishops #debate  #over: The appointment of the Reverend Libby Lane as the... http://t.co/YOj9HVUa8n	17		0	
126	0	Sad that when someone drinks they treat you like shit and won't talk to you.	15		0	
127	0	We provide a structure that ensures you will successfully invest in real estate. http://t.co/vSLRBIOhyr @backofficeguru	15		0	
128	0	@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.	27		0	
129	1	Why am I sick? *looks at other tweets* oh yeah sex...  #lame	12		0	
130	1	working a double on 2 hours of sleep here we go let's get it 	14		0	
131	1	For those of you that LOVE this time of year.  https://t.co/r6utbrXVrU	11		0	
132	1	In other news i havent had a good nights sleep in a week. I feel great. 	16		0	
133	0	The pure #reality of . http://t.co/wokWEvDvrp	6		0	
134	0	#DIY. Change your #MobileCover every day now. Enjoy! http://t.co/FbDDXMien9	9		0	
135	1	Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! 	22		0	
136	0	@Vh1Supersonic Cause of all the things in life this seems to be in #Balance. |Music- Medicine, @Vh1Supersonic - Doctor|#SuperDayLineUp	19		0	
137	0	@HarrietBaldwin @OkieVision I guess that means MSM will dig something up to smear Barkley now.#Ferguson	15		0	
138	0	Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved?  Tested|Jimi... http://t.co/MCNlrZffAO	18		0	
139	1	@letote good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion  ;)	16		0	
140	0	@DFDSUKUpdates why all the delays?  happy	6		0	
141	1	The fun part about 4 am drives in the winter, is no one has cleaned the snow yet 	18		0	
142	0	I miss the days when all my close friends lived in the same city.	14		0	
143	1	so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise 	17		0	
144	0	@SQLSophist is that  ?	4		0	
145	1	Shoutout to my mom for being hella supportive of me 	10		0	
146	1	@Sidra__PTI you may also see flags of ISIS with him  is this govt and ch nisar don't admit :'(	19		0	
147	1	@JordanNoftall that's funny 	3		0	
148	0	Do you want more period related post or do you like how I post some personal things here on Instagram? http://t.co/VQWDOxB2RU	21		0	
149	0	http://t.co/nKXYmio8V6 #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk	16		0	
150	1	@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut 	16		0	
151	0	#Terror on high Seas ...|Fishing boat, allegedly from #Pakistan, blows up at sea ...... http://t.co/V6G1zx2s4f	15		0	
152	0	#what#matters#to#me#is#gym#holidays#work#the#hell#out http://t.co/HBofXwvQPe	2		0	
153	1	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  😂	27	😂	1	0.221
154	0	@baltimoresun Hate it. Go back to the old format please.	10		0	
155	0	@nfullers98 its a week joke I have with Jessica and my niece🙌	12	🙌	1	0.56
156	0	@Moose_eBooks You seriously bought a giant TV to play in the box?	12		0	
157	1	Haha who the fuck says that to someone#TrueGentlemen 	8		0	
158	0	If you don't want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over	27		0	
159	0	@RobertH1946 @EverydaySexism wow. That  here though, sorry grandpa, we use mac these days #WelcomeToTheWorld #NeverArgueWithFools	15		0	
160	0	@MyzzCryz I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt	24		0	
161	0	#working.blues.enough.vacation.days http://t.co/zSTyQiRUt5	2		0	
162	0	"@PeterEgan6 The badger crusade continues.|""Gloucestershire badger patrols triggered by illegal trapping fears""|http://t.co/rF5aAmpC5n"	12		0	
163	0	@BrandonTierney I also support instantly murdering 12 year olds with fake plastic guns in public parks...	16		0	
164	0	Auntie just called and said shes on her way..|I better get dressed then 😲😂😂	14	😲😂😂	3	0.124
165	1	Ahhh 7 a.m bedtimes, how I've missed you  #examproblems	9		0	
166	0	Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy... http://t.co/J3z63mwKHt	17		0	
167	0	@mrjamieeast I think it was the hotel owners...	8		0	
168	0	@SincerelyTumblr: One day I want to travel with my bestfriend 🌏✈️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh ❤️	19	🌏✈❤	3	0.5083333333333333
169	1	@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again 	9		0	
170	0	When you return in kind then so called friends label you as being unkind. :)	15		0	
171	0	Sometimes i just dont understand anything|#stubborn http://t.co/nwhIEP4VWz	7		0	
172	0	That was the cutest thing ever 😍😘	7	😍😘	2	0.69
173	1	Oh how I love that my ass is too big to fit into my jeans anymore.  #bigbootybitches	17		0	
174	1	@LifeCheating doesn't lucky and fortunate mean the same thing?  	9		0	
175	0	I enjoy stealing my husband hat every once in awhile 😍😘😳 #heyyall #GoodMorning http://t.co/LknoOm7VSb	14	😍😘😳	3	0.46599999999999997
176	0	@SPmilkshake @MikeRTrice @neiltyson His tweet in the context of his history is what makes it a clear bait.	18		0	
177	0	Insanity is doing the same thing twice and expecting different results	11		0	
178	1	3 hours sleep yay loving life 	6		0	
179	1	wow, look at you hotshot.  #isthatajoke	6		0	
180	0	@dirtydeathdog Can't wait to play the #BFHardline Beta with you XD #Epic	12		0	
181	1	"Contemplating responding to @charliejnwalker's tweet saying ""what remains of their pride"" but not sure how well that will go down "	20		0	
182	1	Having to be up in four hours sounds great 	9		0	
183	1	OH and now the District line has major signal failures and delays FANTASTIC!!! 	13		0	
184	1	@ScottishFA @RaeComm @ChampionsLeague sure that will end well 	8		0	
185	0	Country music & photo editing, my type of morning ☀️🎶	10	☀🎶	2	0.503
186	1	LOL.. Micromax is promising that service?  http://t.co/AxG11utGOD	7		0	
187	0	Its so hard to choose between the pleasure and the pain  #Girl #December #Love #Dream  #Strong http://t.co/GZH8Oqft9y	17		0	
188	1	@PowerTripKFAN Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too? 	25		0	
189	1	"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!""  Oh Mary, you so cray cray. "	23		0	
190	1	My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup	25		0	
191	1	Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999. 	21		0	
192	0	@Justen_G you tweet about having a flip phone? Now that's the definition of 	13		0	
193	1	@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game 	19		0	
194	0	Don't forget to join @midtown_1015 for #Steak Night tonight starting at 4pm! #nyc #food #foodie	15		0	
195	0	@andreamarchant @tortugarouge I don't think I've ever seen Love Actually all the way through. I tried once last year. I don't remember it.	23		0	
196	0	@lionhart32 @Dosta1 @BSButcher My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.	21		0	
197	0	#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.	11		0	
198	0	@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses	9		0	
199	1	@michelledean @AVAETC not playing out in the provinces like, oh, Mississippi. 	11		0	
200	0	Church sign of the day: How would you feel if we celebrated your birthday without you? 🙊 #StoleEm #TheReasonForTheSeason	19	🙊	1	0.461
201	1	@Rich_Herrera_4: @pcon34 IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier.  #MichiganMan	21		0	
202	1	Did you know ? If you are reading this right now you are not blind...lol. 	15		0	
203	0	@Nettaaaaaaaa @deray yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.	25		0	
204	1	Love this weather 	3		0	
205	0	@MagicalBlondess Psssst. You spelt 'thing'  wrong ||	7		0	
206	0	http://t.co/ZcHdGJZrhQ What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX http://t.co/QhJfErumW1	12		0	
207	0	 tough day in sun #kitsch#funny @ Costa Teguise Lanzarote http://t.co/3D5qjIyh0z	10		0	
208	0	@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back 😭 😭|I would pay for it!!	26	😭😭	2	-0.093
209	1	I love 14 hour shifts  😩😩😩	6	😩😩😩	3	-0.36800000000000005
210	1	The whole #Misogyny thing is hanging in there with Women from the right . A cat fight now ?, imagine pulling that on the left #pmlive	26		0	
211	1	Yea, yea that's logical. 	4		0	
212	0	Over on CBS at noon is #BALvsMIA. FOX has #SEAvsPHI after the #Saints. #NFL	14		0	
213	1	So Aaron sorkin goes on @todayshow  to talk about not liking the media talking about Sony hack? Using media to bitch about media? 	23		0	
214	0	you have no argument because you're insane|@RBRNetwork1 @Steven_Swenson @TheLexZane @SSGAngle @JoeHilgerman @DanMartin_cards	12		0	
215	1	#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores||#Ferguson #VitoandVito #WAARMedia #tcot #ycot	18		0	
216	0	My fingers smell like lavashak :)	6		0	
217	0	#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA http://t.co/f3knbTnus8	14		0	
218	0	#Forever #Young, Forever  #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus	12		0	
219	1	Last day in Naples with my Emma girl! 🌴☀#soeasytotakeapicwithatoddler  #19wksandcounting... http://t.co/Xb43RmsXAj	11	🌴☀	2	0.5005000000000001
220	1	Say no more.... #bigclub  http://t.co/ALcQQsASsY	5		0	
221	0	@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.	15		0	
222	1	@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts. 	17		0	
223	0	@haugenma my 7-year-old got it for me! I think Macy's http://t.co/JriDbimgYg	11		0	
224	1	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. 	16		0	
225	1	Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review. 	20		0	
226	1	Yay I love being awake at 5 in the morning 😀🔫 	11	😀🔫	2	0.18849999999999997
227	0	Off to a slow start this morning . 😩	9	😩	1	-0.368
228	1	@MatthewWRossi getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now. 	21		0	
229	1	Really looked forward to waking up this early for finals...... 	10		0	
230	1	Oh how I love listening to Fox News in the background while opening presents. 	14		0	
231	1	Those bad Anonymous and Occupy people did it all because they support white supremacy 	14		0	
232	1	@Big6domino @CNN Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson 	17		0	
233	0	@badassbraeden Yeah no I'm still laughing. It's not even that funny and I'm still laughing	15		0	
234	0	@bgracely @Horn_Chris gotta be a joke about tootin a Horn somewhere	11		0	
235	0	Gotta go out with him and the third,forth,fifth...wheels.| #WinterThought	9		0	
236	1	Cc: @JohnCropp My last tweet. Wayne's World is a great movie. 	11		0	
237	0	@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam	21		0	
238	0	Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL	13		0	
239	1	Oracle on Windows 2000. This should be fun! 	8		0	
240	1	last day of classes #trill except finals whoop 	8		0	
241	0	YOU blame him for everything else @RBRNetwork1 @1_Free_Man @TheLexZane @Anan_VII @ABPT_Rocket @DrPenisWrinkle @kusun0	13		0	
242	1	With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli	23		0	
243	0	when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY.	22		0	
244	0	save your work folks. i'm offically cntrl-alt-deleting this week.	9		0	
245	1	I'm glad Andy can tweet all day but not text me back.  #loved 	13		0	
246	1	": When some masseuses offer ""soothing"" massages the way reviewers offer stinging criticisms. #Masseuse=#Reviewer #Massage=#Criticism"	15		0	
247	0	@PdpNigeria#it shows you that APC is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#	20		0	
248	0	@panndder @MyLittleBloggie @bloisolson How dare you accuse me of being a boomer.	12		0	
249	0	Hungry and hungover  #a  #good #day	6		0	
250	0	Oi na how am I functioning right now #sleepdeprived	9		0	
251	0	@loveeallyy I literally do not know	6		0	
252	1	@mahobili @DrAwab What does PTI do apart from whining?  #Youthiacrasy	10		0	
253	1	True  http://t.co/38hrutRf0r	2		0	
254	1	@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet 	14		0	
255	1	My solo costume so far is Charcoal Grey Bottoms.... making some real progress. 	13		0	
256	1	Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC	16		0	
257	1	...but then it started itself and made the Windows noise. So starts this exciting day of mine...! 	17		0	
258	0	@sammiecurtis_ me and you are the only ones that love it 😆🎅🎉🎶	12	😆🎅🎉🎶	4	0.503
259	0	In need of a rose winee🍷🍷	6	🍷🍷	2	0.401
260	1	Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst 	20		0	
261	0	"My whole life is just ""oh ok""."	7		0	
262	0	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby	19		0	
263	0	#succes #it #is  #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http://t.co/bCjdQqzo1k	19		0	
264	1	I can already tell today is going to be a wonderful day 	12		0	
265	1	@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke. 	12		0	
266	0	Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems	18		0	
267	1	Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s	10		0	
268	0	@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(	16		0	
269	1	#TortureReport trending; I wasn't aware J.K. Rowling released her new book. 	11		0	
270	1	@patevans @grbj Too Sad... LOCAL NOW!	6		0	
271	1	@C_o_r_g_i wtf thanks for saying bye 	6		0	
272	1	Ahh gotta love those December electric bills. 	7		0	
273	1	 dead? Why is this stupidest of memes still perpetuated?	9		0	
274	1	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..	20		0	
275	1	Great, I've got a lung infection. This is fun. :/ | #notfun #miserable	13		0	
276	1	Jeez it's a lovely morning out!! 💨💧💦 👎  #Ireland #December	10	💨💧💦👎	4	0.1265
277	0	@Jaee_ThaPrince I need a spot for my birthday	8		0	
278	0	@Redsaint76 I don't think. I know!	6		0	
279	1	I love when people leave their smelly shoes in my car. It makes my car smell great! 	17		0	
280	1	@sportstalksc what's the rush? His leg is still attached right?  #dr.dabo	11		0	
281	1	50 mph winds make a great hair fan for a photo shoot. 😃	13	😃	1	0.558
282	1	Gotta love working the day after Christmas  #smellya	8		0	
283	1	"Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit "	22		0	
