index	label	text
1992	1	My year is ending perfectly 
2006	0	I don't know how you can love, but also freaking hate someone so much!! 
2026	0	"@UGpk yeah in the ""honour"" of the picture those lyrics sketched ... "
2041	0	@Gomez_Nei im done with finals thursday that would be nice lol you leave friday at what time? ️
2045	1	I'm happy with the two hours of sleep I got last night  
2062	1	Next day makeup just looks so hawt  
2068	0	#late night #shopping #bullringbirmingham #sunglasses really? Lol  #sayyes she says xxx http://t.co/YsuyjqS8dr
2096	1	@SerJeyms: This year's class picture is so awesome. Really awesome!    hahahahaha 
2115	1	Merry Christmas love Instagram http://t.co/CcfhdT73wH  #gifts  #spam
2116	1	I love when I write a tweet wrong.  
2140	1	I cared for 8 seconds, then I got distracted.  
2155	0	Munro's facial expression is my facial expression right now #But #I'm  #giving #up #on... http://t.co/ZINla0rapI
2172	0	So which beauty's can get me some followers then
2173	0	Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo 
2175	0	Always forget how good the F.E.A.R is by Ian Brown  #singingoutloud #TUNE
2184	0	@sammiecurtis_ oh man. You will have to get everyone singing ready for when I'm in 
2185	0	Happy holidays from me and my boy Carl #lrs #holiday #party  http://t.co/kzv9XGLWoz
2187	1	Dissecting a rat first period is a great start to the day  
2190	1	@Katerintree obvi because every Jesuit is a heretic  
2204	0	Work done, gym done, steak for tea and Friday tomorrow #woohoo 
2206	0	Eeeek cinema date with the boo this weekend
2213	1	Love the fact that are school smells like a sewer. 
2215	0	day 3 : sun|but it's not sunny today |#DecemberPhotoChallenge #france #sun #or  #today #day3... http://t.co/3VwAoBdXQM
2222	1	work should be fun today 
2239	0	@HaadeaP the word itself is a mockery .... Bae ...like abey 
2245	0	Backs killing me today  #tramadol
2249	0	#NYPD did  comment 4 this or provide its own internal #statistics w/| involved s & the info has not been given 2 the FBI since 2006.
2265	1	Haha love when I accidentally spray perfume in my eye  
2286	0	95% of my clothes are black. #noshame 
2294	1	@nessatuia woww thanks for that helps alot  hahaha saddd 
2297	0	Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk 
2303	1	Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour  
2315	0	@hayl1169 was just about to say that 
2326	1	stomach flu once again...what a surprise.  
2335	1	@Shadoya_osman and he can't find himself a pair that would fit  
2338	0	@bigbillybmoney haha!! Noo I don't need new boob's my old ones are just fabulous 
2340	0	@GG_Studio:Congratulations GG for giving us amazing collections for 10 yrs.In fact i was planning to do the same for u from my prospictive
2348	1	Yay for no longer having a vehicle!  
2364	0	When Santa looks up my name |#sassy  #naughty #or #nice #instagood #instadaily #Christmas... http://t.co/Srg3ScPt4B
2376	1	Listened to Gimme Shelter while driving in the rain 
2381	0	@Merrinaised @lisatagaloa yip most likely the next time I get #suckered into #making anotherone 
2388	1	@Watchthisface25 looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple!  
2398	0	@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner mmmm 
2433	1	finally going to bed, definitely looking forward to waking up in 5 1/2 hours.  
2434	0	@sommelierkeith aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going? 
2469	0	@davebett87 long yeah. the director's cut will be longer!  you need to see Penguins of Madagascar btw
2475	1	Well, my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  
2477	0	In case somebody breaks in our apartment  http://t.co/3IhKK7AY1o
2484	1	Babysitting is what I like to do on a Saturday  
2492	0	Dirgahayu my corps @mb_bbt 16/12/1986 - 26/12/2014 | just a corps, we... (w/ Tari, eni, & 26 others) [pic] — https://t.co/WCEHZZUmAX
2522	1	the wheels on the bus are broken down broken down broken down  #fml #omwtothemet
2525	0	I'm in the back chilling for now on , if I don't keep it contact with you or hit you up don't get mad I'm just on some other shit 
2526	0	@jcpetit4 dusty as usual #redbucket http://t.co/U8llvttn59
2545	0	In Scotland ( the little country that's attached to the north of England) 🇬🇧️
2549	0	#nuffsaid  #stupidity #hadenough lols  http://t.co/0iSZ1ExuLn
2554	1	So this week is just getting better and better  
2575	0	@mikeviceo: Two years ago i got binoculars from my parents cause I needed to look to the future, I was like cool  tweet of the year
2578	1	Love the trust i get from people  
2588	0	"@iampjcurtis add some ""Your Baby Can Read"" DVDs...ya know...just in case lol"
2590	0	@PaulGoonerW yeah stressed isnt the word could easily punch someone in the face right now
2597	0	"Pepe's hair RT @Tife__: Palacio's hair...""@bombguy95: Ronaldo hair..""@Ms_Nini_: Messy hair """
2606	1	Glad @jbrew_22 is excited to see me..... 
2607	1	WOW !!! Really ??? Homework in the weekends?!  #talkingabout #theteachers
2614	1	lol drunk mom on Christmas is so fun...  #thisisadisaster 
2619	1	@benrhodes I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather   #Funny
2655	1	I have three test and a two dance performances tomorrow!!  #EasyDay 
2657	1	so proud of my artwork  #proud  http://t.co/knDye8Ayoa
2658	0	I find this farrrrr too funny  #wow #can #u  http://t.co/4Ah4SUyDlW
2660	0	@Alan_Juventino I don't blame you bro, if i was married to @ClaudiaRomani I too would support Milan  http://t.co/8aTrR8ZEiE
2665	0	I miss how close we were. 
2666	1	I just LOVEEEE finals soooo much . And not getting any sleep is the best part about them  
2675	0	I can see it in your eyes.. #Kingofpop #mjackson #michaeljackson #invicible #breakofdawn #king #is  #dead ... http://t.co/FCepZG7UUr
2685	1	The American justice system  
2690	0	Used my brains and stopped drinking at 8 and been on the tea feeling sober and good.. Bring on tomorrow 
2699	0	@SBryanMusic I think I'm gonna check your music out later. Thanks
2711	1	@GileseyR thanks for all your help Giles  
2717	0	#Repost hernanpuentes with repostapp ️ #ComingSoon #LoveIt #LoveU ・・・⁰PERFECTION..... Filter... http://t.co/foiEg1RSOB
2739	0	HAPPY is how i can describe today!  
2740	0	@Missguided: Looking back on Saturday night like... http://t.co/YiZd4lXq3l @LouiseRosalia You about Thursday 
2748	1	Yaaaayyy Valentine's Day stuff is out already  
2763	0	About to take a long ass drive with music blasting 
2769	0	Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE ️ Click the link... http://t.co/flWpJ1pohN
2782	0	Yups sarcasm and wine!  #winelover   http://t.co/ZKJ58DKjtE
2789	0	Looking forward to mine and the boyfriends 2nd Christmas together!!
2814	1	Lol... That's real cute  
2816	0	Late night snuggles with my boy 
2818	0	I'm in love with the cocoa
2824	0	"By @imjayded_ ""@dipmag Gears up to release its next issue 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL"
2825	0	The power went out in Delano. #blackout in some parts. Still #HappyNewYear everyone. #besafe #goodnight
2832	1	@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| 
2850	1	Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache Christmas could be any better 
2863	0	I fucked them really badly |#AdvancedWarfare http://t.co/FKJaZVk943
2864	1	#NYPD   not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are.
2867	0	"@ohmaddiie: @SooFunnyPost: do you ever wonder http://t.co/x7RBgH13ZK""""this is some shit you would think of @juiccyy_j "
2894	0	This gone be some fire ! Jan 24th #getlifted http://t.co/X9ZJ0unHzl
2910	0	@crazyshikoh yes  the taste .. The slight aroma of the tea 
2917	1	@ADavies_10: @arnie_4 great seing u mate, thanks for the cheap shot  safe trip back ||Dry train why we lost  
2930	1	It's gonna be a great day  
2933	1	@Ant_Ay_It I'll snap at you if you tell me what to do again!|  #funnyGuy
2937	0	Still feeling sorry for myself about being to ill to go out last night!!!  here's my memories from... http://t.co/I3fIk1k6ek
2944	1	@adooley3544 is so funny rn 
2950	0	@mel78carey I'm not a Lohan anymore  detox now for 4 weeks new me! 1 week tomorrow 
2970	0	Nice soak in the bubble bath 
2985	0	Ah, a week until my next medschool interview 
2997	1	Well throwing up at 6:00 am is always fun | 
3009	0	I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!
3014	1	Gareth's polar opposite is a chicken-loving vegetarian   #Bones @andjwest
3020	1	@KimKardashian actually cropped out her daughter in this pic for a selfie  #topmum  http://t.co/lfxHIlkZEV
3022	1	Friday morning lecture on blood  
3028	0	"@myrcurial: @amz__123 Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!
3029	1	Can't wait till my birthday 
3030	0	Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy
3031	1	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. 
3032	0	Pretty sure I just sat behind @sorensensci in the McDonald's drive through and peeked to see movie what was playing 
3033	0	@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.
3034	1	nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK 
3035	1	wow I love how frizzy my hair gets 
3036	0	@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard
3037	0	Hate them roulettes me there heavy
3038	1	@NESRetku Joke of the year congrats! #Kuivaa  :/
3039	1	@gilester haven't you used the don't you know who I am"" line yet.... "
3053	0	Mary is not having that shit whatsoever. #done #shesdone  http://t.co/WHFq8xtlGR
3063	0	Now gonna enjoy this day with my babies!!️
3067	1	http://t.co/nzK3dNmOAD Having sooo much fun in math  #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI
3072	0	@jayduhhh_ find me one of those costumes for him and we will 
3075	1	Hello indoor lung nice to see have to you back.  
3092	1	Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo.  
3126	0	@eiafc wow  are you mad babe
3128	1	Can't fck with you hoe an I'm sorry  
3133	0	Kebabs ordered..|Snug on sofa watching shit tele with dad 
3137	1	love studying for anatomy  
3138	0	@TonyBrown03 @ParkzTheDon @bigedh456 if not your  box them up yeah 
3143	1	A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  
3147	0	Hanging out with my niece all day  jokes
3151	0	@Gemheartbeat @MOOGLExox neither can I, I'm gonna have an ambulance pre-booked gorj
3155	1	"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" "
3165	0	@LexiiRachelle: You were my cup of tea, but you were a total ass so I switched to coffee.️ 
3168	0	That moment when you want to break someones fingers
3172	1	Online shopping with no credit card   #Umm.. #JustBrowsing 
3178	0	Fuck pure clothes though!!!  spoiled just blessed
3179	0	Time to look at my Golden Girls all nite#love this show
3181	0	The #blackbrunchnyc hashtag got the racists goin up on a Sunday...
3183	0	Welp! Back to the drawing board   #mua #sike  #eyeliner #fail #notforme #makeup #naturalgirl... http://t.co/u0xbdxWysd
3208	0	it's beginning to look a lot like Christmas  #office #tinsel #christmassy #happy  #long #now... http://t.co/VXcVFCKdjY
3224	1	I wonder what Professor Iaukea has to say about the new Disney Princess...?  
3240	1	Ohhh the joy of getting pulled over   http://t.co/13fB4tnEi4
3252	0	Wondering weather to have a few drinks tonight or not 
3265	1	soon, stop, wtf, and omg are deff my fav things to hear  
3270	0	 I'll let you and BB know how I get on xx
3281	1	This is a great time for me not to be feeling well...  
3287	1	Wow I just can't wait for all the #newyearnewme posts  
3309	0	@LaurenDye2 iv not even started think I'm just going to get the parents and babies something, the fam is multiplying too quickly 
3315	0	Wow I'm seriously dying here 
3319	0	Twitter Keeps Insisting I Follow Someone Who I Rather  . . 
3328	0	I'll go to Hawaii!|Bye Bye my friends! I'll be back#Hawaii#trip#with#myfamiry#because#girlfriend http://t.co/4eR9E8Nxde
3332	0	@goodgary99 okay went to court the case got adjourned till January.. My backs been playing up so in some pain  wbu? X
3337	0	Cannot wait to be home but gonna miss alot of people  ah roll on the new year  #sligowillbehithardagain
3350	0	There was a shooting in my old neighborhood where my family lives. Praying everyone is okay and stays safe ️
3356	0	Wish I was still in bed with @BlakeNath #ICouldSleepForeverRightNow 
3357	1	Working cart today..gonna make that money! . 35 golfers all day 
3372	1	It's Monday!  
3379	0	One more week then back to Sudbury I go!️ @ Lake Nepahwin http://t.co/yHuJWuT8KQ
3381	0	@Neilby70 @ParkzTheDon @TonyBrown03 @goodgary99 @GazTheGooner84 @LosDaGooner nice what you cooking me
3384	0	@ref_kartik @SEXSTROLOGY @mikhil_nayyar first line is correct!! Can't say about the latter one!! 
3386	0	stop subtweeting  
